101	4904	5	10.29
598	4717	3	37.65
1271	114	5	18.55
102	262	24	4.31
132	289	4	7.29
356	171	25	183.55
102	4995	5	14.86
1363	143	5	28.94
2288	126	3	15.19
1100	111	3	6.9
429	116	14	50.69
428	502	3	20.22
5137	253	4	45.31
2302	102	5	6.15
101	10042	3	9.43
594	5450	3	38.76
2278	107	3	8.35
230	8	8	5.03
5209	701	3	39.11
1942	103	22	101.99
6503	117	3	20.27
15526	1136	3	55.83
3947	157	3	24.13
209	143	4	4.98
177	3319	3	24.48
10107	809	3	46.82
969	103	7	5.19
248	387	3	14.34
511	136	3	7.72
965	101	11	5.07
15511	4649	3	65.81
102	497	72	240.11
760	201	9	68.91
101	213	151	256.82
106	1461	5	12.3
105	1321	5	9.32
483	135	5	16.91
101	6771	7	27.77
11650	138	3	31.83
101	3995	7	16.41
223	101	66	37.87
2267	104	6	18.12
102	1127	10	10.98
102	6107	4	11.51
447	196	6	33.9
103	4651	6	22.71
101	8187	4	12.03
3519	102	4	6.67
3767	129	3	19.36
124	299	55	357.41
156	283	6	20.99
4545	14	6	19.44
487	110	4	5.07
102	4511	4	8.6
483	107	7	9.52
101	2537	12	29.62
1819	210	5	42.86
101	183	260	546.24
101	887	34	76.52
1722	412	3	27.88
2157	151	3	18.8
8992	14	3	10.88
126	1580	4	19.21
782	317	3	20.97
2173	10107	3	53.41
589	1916	3	30.95
2025	202	4	32.66
2742	109	3	12.22
102	1948	35	213.37
101	1577	27	86.57
101	5789	5	13.31
101	5508	4	7.76
4603	138	4	31.73
104	248	27	33.9
102	1172	8	6.7
1003	107	4	6.69
4053	14	10	42.46
6686	10791	3	61.66
8	3888	4	20.62
1454	139	4	21.51
242	131	8	19.94
2755	101	5	4.67
115	335	33	155.21
2312	4347	3	46.01
469	513	4	30.21
112	2309	7	39.46
264	1367	6	54.74
2044	107	6	23.43
5584	143	3	24.14
205	104	31	29.64
504	112	6	12.67
1528	110	5	19.19
845	210	9	73.09
1556	107	13	64.56
4526	103	3	6.32
101	12576	3	11.51
1500	102	8	9.95
4434	153	3	24.47
506	205	3	14.05
9719	588	4	61.12
821	107	4	5.4
127	1375	3	12.37
1608	166	3	18.51
2234	117	6	33.56
4472	16	9	86.88
101	7936	4	12.03
104	807	9	15.49
3890	103	3	5.57
1420	291	3	24.18
8681	105	4	25.07
123	159	9	7.36
17700	14	3	18.93
183	123	7	6.11
5662	103	5	18.73
343	102	47	74.73
6251	3506	3	51.41
1412	112	3	8.41
4886	16	4	30.71
10194	103	3	13.49
101	3117	9	20.67
101	449	110	375.8
7438	357	3	37.76
